job_title,company_name,company_page,location,job_type,Experience Level,Yrs of Exp,skills
Electro Mechanical Engineer,special group  -,https://wuzzuf.net/jobs/careers/special group-Egypt-92519,"Mohandessin, Giza, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['Engineering - Mechanical/Electrical', 'Electrical Engineering', 'Management', 'AutoCAD']"
Marketing Team Leader,DALWA COMPANY  -,https://wuzzuf.net/jobs/careers/DALWA COMPANY-Egypt-119894,"Sheraton, Cairo, Egypt",Full Time / On-site,Manager,3 - 6 Yrs of Exp,"['Marketing/PR/Advertising', 'Sales/Retail', 'Communication', 'Ads', 'Marketing tools', 'Sales', 'Reporting', 'Communication skills', 'Google Analytics', 'Marketing']"
Cost Accounting Manager - Alexandria.,Madar Group -,https://wuzzuf.net/jobs/careers/Madar-Group-Egypt-46879,"Alexandria, Egypt",Full Time / On-site,Manager,5 - 7 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Finance', 'Manufacturing', 'analytical', 'Financial Analysis', 'Leadership', 'Communication']"
Patient Account Supervisor ( Mokattam Hospital ),Al Ahly Medical Company -,https://wuzzuf.net/jobs/careers/Al-Ahly-Medical-Company-Egypt-7459,"Mokattam, Cairo, Egypt",Full Time / On-site,Manager,4 - 7 Yrs of Exp,"['Accounting/Finance', 'Healthcare', 'Medical', 'Accounting', 'Finance', 'Leadership']"
Marketing Manager,Alia -,https://wuzzuf.net/jobs/careers/Alia-Egypt-127638,"Cairo, Egypt",Full Time / Hybrid,Manager,5 - 7 Yrs of Exp,"['Marketing/PR/Advertising', 'Digital Marketing', 'Customer Care', 'Management', 'Social Media', 'Market Research', 'Marketing', 'media', 'Leadership']"
General Accountant,rahala for import and export  -,https://wuzzuf.net/jobs/careers/rahala for import and export-Egypt-123611,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,5+ Yrs of Exp,"['Accounting/Finance', 'Banking', 'Accounting', 'Accounting Software', 'Finance', 'Financial Analysis', 'ERP', 'Financial Management', 'General Accounting', 'Management']"
Senior Fintech Accountant,Aloha Dot for software development and financial services -,https://wuzzuf.net/jobs/careers/Aloha-Dot-for-software-development-and-financial-services-Egypt-127017,"Cairo, Egypt",Full Time / On-site,Experienced,4+ Yrs of Exp,"['Accounting/Finance', 'Banking', 'IT/Software Development', 'Accounting', 'Accounting Software', 'Finance', 'Fintech', 'fluent eglish', 'Micro-Finance', 'Financial Analysis']"
Marketing Coordinator,Nozha Group -,https://wuzzuf.net/jobs/careers/Nozha-Group-Egypt-17516,"Heliopolis, Cairo, Egypt",Full Time / On-site,Experienced,2 - 3 Yrs of Exp,"['Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Coordinator', 'Computer Skills', 'Communication', 'Marketing', 'Skills', 'Social Media']"
Social Media Specialist,Theexpertologists -,https://wuzzuf.net/jobs/careers/Creative-Graphic-Designer-Egypt-43188,"Alexandria, Egypt",Full Time / Remote,Experienced,3+ Yrs of Exp,"['Writing/Editorial', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Communication skills', 'Advertising', 'Content', 'E-Marketing', 'Google Analytics', 'media', 'SEO']"
Strategic Planning & Performance Management Specialist,Naseej -,https://wuzzuf.net/jobs/careers/Arabian-Advanced-Systems-Egypt-4431,"Cairo, Egypt",Full Time / Remote,Experienced,3 - 7 Yrs of Exp,"['Business Development', 'Strategy/Consulting', 'Business Planning', 'Performance Monitoring', 'Business Plans', 'Risk Management']"
Senior Planning Engineer,Royal for Real Estate Development  -,https://wuzzuf.net/jobs/careers/RoyalforRealEstateInvestment-18849,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,4 - 7 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical', 'AutoCAD', 'Civil Engineering', 'Civil', 'Communication', 'Primavera', 'Analysis', 'Computer Skills', 'Construction']"
Strong Junior/Middle C# developers with strong Azure and English,Akvelon -,https://wuzzuf.net/jobs/careers/Akvelon-Greece-125142,"Bellevue, United States",Full Time / Remote,Experienced,2 - 16 Yrs of Exp,"['IT/Software Development', 'Azure', '.Net', 'c#']"
Accountant,Eco agro science -,https://wuzzuf.net/jobs/careers/Eco-agro-science-Egypt-87706,"Sheikh Zayed, Giza, Egypt",Full Time / On-site,Entry Level,1 - 2 Yrs of Exp,"['Accounting/Finance', 'Administration', 'accountant', 'Accounting', 'Finance', 'Financial Analysis', 'Financial Management']"
Supply Chain Assistant,Upper Egypt -,https://wuzzuf.net/jobs/careers/Upper-Egypt-Egypt-120590,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['Logistics/Supply Chain', 'Logistics', 'Supply', 'Supply Chain', 'supply chain management', 'Procurement', 'Purchasing', 'Chain Management', 'analytical', 'Pharmaceutical']"
Senior Production Engineer,ABCO Group  -,https://wuzzuf.net/jobs/careers/ABCO-United-Egypt-7356,"Bourj Alarab, Alexandria, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'Engineering', 'Lean manufacturing', 'Manufacturing', 'Mechanical Engineering', 'Six Sigma', 'Production Engineering', 'Production']"
Design Associate,Evalueserve -,https://wuzzuf.net/jobs/careers/Evalueserve-Switzerland-61223,"Maadi, Cairo, Egypt",Full Time / Hybrid,Experienced,1 - 4 Yrs of Exp,"['Creative/Design/Art', 'Presentations', 'Adobe illustrator', 'Microsoft Powerpoint', 'Adobe Photoshop', 'Design']"
Marketing Specialist,New harvest  -,https://wuzzuf.net/jobs/careers/New harvest-Egypt-121841,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,2 - 6 Yrs of Exp,"['females_only', 'Marketing/PR/Advertising', 'Advertising', 'Branding', 'Marketing', 'Communication', 'Computer Skills', 'Digital Marketing', 'digital marketing', 'E-Marketing', 'Google Adwords']"
Auditor,Brand Connection -,https://wuzzuf.net/jobs/careers/-113096,"Cairo, Egypt",Full Time / On-site,Entry Level,1 - 3 Yrs of Exp,"['Accounting/Finance', 'Quality', 'Accounting', 'accountant', 'auditor', 'Auditing', 'Finance', 'Financial Analysis', 'Audit', 'Financial']"
Server Administrator,Intaj Alamal -,https://wuzzuf.net/jobs/careers/Intag-Alamal-Egypt-46439,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Database', 'Computer Science', 'Administration', 'Software', 'System Administration', 'Troubleshooting']"
Digital Marketing Supervisor,Buy and Go -,https://wuzzuf.net/jobs/careers/Buy-and-Go-Egypt-116259,"Maadi, Cairo, Egypt",Full Time / On-site,Manager,5 - 6 Yrs of Exp,"['Creative/Design/Art', 'Marketing/PR/Advertising', 'Media/Journalism/Publishing', 'Marketing', 'Digital Marketing', 'Digital Marketing Strategy', 'Media Buying', 'Content Marketing', 'Social Media', 'Agency Management']"
Marketing Specialist,Al-Sallab Engineering Industries -,https://wuzzuf.net/jobs/careers/Al-Sallab Engineering Industries-Egypt-127332,"10th of Ramadan City, Cairo, Egypt",Full Time / On-site,Experienced,3 - 6 Yrs of Exp,"['Marketing/PR/Advertising', 'Sales/Retail', 'Media/Journalism/Publishing', 'Market Research', 'Administration', 'business', 'Business Administration', 'Communication', 'CRM', 'media']"
Senior MEP Procurement Engineer,Reliance Egypt -,https://wuzzuf.net/jobs/careers/Reliance-Egypt-Egypt-2504,"Cairo, Egypt",Full Time / On-site,Experienced,4 - 6 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'MEP', 'Procurement']"
MIS Analyst,eClerx  -,https://wuzzuf.net/jobs/careers/eClerx-Egypt-115999,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,1 - 2 Yrs of Exp,"['Customer Service/Support', 'Analyst/Research', 'Analysis', 'Analyst', 'MIS', 'Reporting', 'Tableau']"
Head Section Mechanical,Confidential -,,"Sheraton, Cairo, Egypt",Full Time / On-site,Senior Management,8 - 10 Yrs of Exp,"['Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Design', 'HVAC', 'Elite', 'HAP', 'AutoCAD', 'MS Office', 'Education', 'Engineering']"
Intern Doctor Emergency Related is preferred,Mersal  -,https://wuzzuf.net/jobs/careers/Mersal-Egypt-45113,"Maadi, Cairo, Egypt",Full Time / On-site,Experienced,2 - 3 Yrs of Exp,"['Medical/Healthcare', 'Emergency', 'Healthcare', 'Emergency medicine', 'Healthcare Marketing']"
Middle/Senior C# developers with strong Azure and English,Akvelon -,https://wuzzuf.net/jobs/careers/Akvelon-Greece-125142,"Cairo, Egypt",Full Time / Remote,Experienced,3 - 16 Yrs of Exp,"['IT/Software Development', 'Azure', '.Net']"
Marketing Executive,InstaShop -,https://wuzzuf.net/jobs/careers/InstaShop-Egypt-33211,"Katameya, Cairo, Egypt",Full Time / Hybrid,Entry Level,1 - 3 Yrs of Exp,"['Marketing/PR/Advertising', 'Communication', 'Digital Marketing', 'Marketing', 'Events', 'English', 'Offline Marketing', 'Marketing Campaigns', 'Social Media', 'Market Research']"
Document Controller,GMC Contracting -,https://wuzzuf.net/jobs/careers/GMC-Egypt-96665,"Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Administration', 'Engineering - Construction/Civil/Architecture', 'Admin', 'Administration', 'business', 'Business Administration', 'Construction', 'Document', 'Document Control', 'Management']"
Accountant,Confidential -,,"Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Financial Analysis', 'Financial Management', 'Finance']"
Mechanical Engineer,Holw El Sham -,https://wuzzuf.net/jobs/careers/Holw-El-Sham-Egypt-14366,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical', 'Manufacturing', 'Maintenance', 'Mechanical', 'Mechanical Engineering']"
Commercial Manager,Rock Steel -,https://wuzzuf.net/jobs/careers/Rock-Steel-Egypt-71985,"Cairo, Egypt",Full Time / On-site,Manager,5 - 7 Yrs of Exp,"['Logistics/Supply Chain', 'Operations/Management', 'Sales/Retail', 'Sales', 'ERP', 'English', 'Logistics', 'Management', 'Shipping', 'Export']"
Production Engineer - Poultry,Confidential -,,"Beheira, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Engineering', 'Industrial Engineering', 'Manufacturing', 'Mechanical', 'Production', 'Industrial']"
Production Engineer,Confidential -,,"Alsadat City, Monufya, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Manufacturing/Production', 'Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Engineering', 'Industrial Engineering', 'Manufacturing', 'Mechanical', 'Production', 'Industrial']"
Infection Control & Quality Specialist,Shiny White Dental Center  -,https://wuzzuf.net/jobs/careers/Shiny-white-dental-center-Egypt-30357,"Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['females_preferred', 'R&D/Science', 'Medical/Healthcare', 'Quality', 'Control', 'Infection', 'Infection Control', 'quality', 'Quality Control', 'Dental Care', 'Analysis']"
Production Planning Engineer and Spare Parts,Confidential -,,"Wadi Alnatrun, Beheira, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Operations/Management', 'Manufacturing/Production', 'Engineering', 'Planning', 'PRODUCTION PLANNER']"
Internal Financial Auditor,FRIDAL -,https://wuzzuf.net/jobs/careers/FRIDAL-Egypt-14596,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,10 - 12 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'analytical', 'Auditing', 'Finance', 'Financial Analysis', 'Industrial']"
Medical Sales Representative - Mohndseen,Alfa Laboratories -,https://wuzzuf.net/jobs/careers/Alfa-Laboratories-Egypt-59515,"Mohandessin, Giza, Egypt",Full Time / On-site,Entry Level,0 - 3 Yrs of Exp,"['Medical/Healthcare', 'Sales/Retail', 'Pharmaceutical', 'Sales', 'Medical Sales', 'Communication', 'Medical', 'Sales Target', 'Science', 'Vet']"
General Accountant,Orouba Misr -,https://wuzzuf.net/jobs/careers/Orouba-Misr-Egypt-33391,"Smouha, Alexandria, Egypt",Full Time / On-site,Entry Level,2 - 4 Yrs of Exp,"['Accounting/Finance', 'Administration', 'Accounting', 'excel']"
Senior Export Specialist,Confidential -,,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['males_preferred', 'Logistics/Supply Chain', 'Import', 'Logistics', 'Marketing', 'Communication skills', 'Sales', 'Social Media', 'Export Sales', 'Export', 'ERP']"
Enterprise Risk Specialist,Masria Digital Payment (MDP) -,https://wuzzuf.net/jobs/careers/Masria-Card-Egypt-12728,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['Quality', 'Strategy/Consulting', 'Analysis', 'Risk Assessment', 'Risk Analysis', 'business', 'Compliance', 'enterprise risk', 'Risk Management']"
Warehouse Assistant,SIAMP Egypt -,https://wuzzuf.net/jobs/careers/SIAMP-Egypt-Egypt-79169,"Obour City, Cairo, Egypt",Full Time / On-site,Experienced,2 - 5 Yrs of Exp,"['Administration', 'Logistics', 'Warehouse', 'Warehousing']"
Sr. Planning Executive,Modern Hygienic international -,https://wuzzuf.net/jobs/careers/-110129,"Ain Sokhna, Suez, Egypt",Full Time / On-site,Experienced,4 - 5 Yrs of Exp,"['Logistics/Supply Chain', 'Manufacturing/Production', 'Planning', 'Manufacturing Process', 'Communication skills', 'Production Process']"
Business Analyst,Confidential -,,"Dokki, Giza, Egypt",Full Time / On-site,Entry Level,1 - 7 Yrs of Exp,"['IT/Software Development', 'Business Analysis', 'Scrum', 'Management', 'Agile', 'Analysis', 'Analyst', 'business', 'Business Analyst', 'Computer Science']"
Product Owner,Confidential -,,"Dokki, Giza, Egypt",Full Time / On-site,Entry Level,1 - 7 Yrs of Exp,"['IT/Software Development', 'Business Analysis', 'Scrum', 'Management', 'Agile', 'Analyst', 'business', 'Business Analyst', 'Computer Science', 'Documentation']"
Cost Accountant,MY WAY -,https://wuzzuf.net/jobs/careers/MY-WAY-Egypt-8492,"Obour City, Cairo, Egypt",Full Time / On-site,Experienced,2 - 3 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Cost Accounting', 'Cost', 'ERP', 'excel', 'Manufacturing', 'SAP', 'analytical', 'Costing']"
Senior Surveyor,MM contracting and supplying  -,https://wuzzuf.net/jobs/careers/MN-contracting-and-supplying-Egypt-40635,"Cairo, Egypt",Full Time / On-site,Experienced,10 - 15 Yrs of Exp,"['males_only', 'Engineering - Construction/Civil/Architecture', 'Architecture', 'Civil Engineering', 'Construction', 'Engineering', 'Quantity Surveyor']"
Cost Accountant,Raghaeb for managing restaurants (ABU TAREK KUSHARI) -,https://wuzzuf.net/jobs/careers/Raghaeb-for-managing-restaurants--ABU-TAREK-KUSHARI--Egypt-96991,"New Cairo, Cairo, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Accounting/Finance', 'accountant', 'Cost', 'Cost Accountant', 'Financial Analysis', 'Restaurants', 'Accounting', 'Accounting Software', 'analytical', 'Cost Accounting']"
Construction Civil Engineer,YADA EGYPT -,https://wuzzuf.net/jobs/careers/yada-egypt-egypt-127799,"Alamein, Matruh, Egypt",Full Time / On-site,Experienced,3 - 6 Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Architecture', 'Civil', '3D', 'AutoCAD', 'civil 3d', 'Civil Engineering', 'Communication', 'Construction', 'Design']"
sourcing import specialist,Haier Electric Egypt  -,https://wuzzuf.net/jobs/careers/Haier Electric Egypt-Egypt-97987,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Experienced,0 - 6 Yrs of Exp,"['Purchasing/Procurement', 'Communication skills', 'Microsoft Office', 'chinese language', 'Chinese Translation']"
indirect material,Haier Electric Egypt  -,https://wuzzuf.net/jobs/careers/Haier Electric Egypt-Egypt-97987,"10th of Ramadan City, Sharqia, Egypt",Full Time / On-site,Experienced,1 - 6 Yrs of Exp,"['Purchasing/Procurement', 'Indirect material', 'Procurement', 'Purchasing', 'SAP', 'Microsoft Office', 'Supply Chain']"
Network Sr. Administrator,Modern Hygienic international -,https://wuzzuf.net/jobs/careers/-110129,"Ain Sokhna, Suez, Egypt",Full Time / On-site,Experienced,3 - 5 Yrs of Exp,"['Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Information Technology (IT)', 'Networking', 'Computer Science', 'Network Administration', 'VPN', 'firewalls', 'Troubleshooting']"
Onsite Technical Engineer,Techno Wave -,https://wuzzuf.net/jobs/careers/Techno-Wave-Egypt-96492,"Cairo, Egypt",Full Time / On-site,Experienced,3+ Yrs of Exp,"['Engineering - Construction/Civil/Architecture', 'Installation/Maintenance/Repair', 'Biomedical', 'Biomedical Engineering', 'Engineering', 'Procurement', 'Project Management', 'Technical Support', 'Management']"
Proposal Writer,Nahdet Misr Publishing Group -,https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272,"Mohandessin, Giza, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['Writing/Editorial', 'Business Development', 'Writing', 'Administration', 'Arts', 'Microsoft Office']"
GL Accountant,Mozare3 -,https://wuzzuf.net/jobs/careers/Mozare3-Egypt-64280,"6th of October, Giza, Egypt",Full Time / On-site,Experienced,2 - 4 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'Finance', 'ERP', 'closing', 'Financial', 'Financial Analysis', 'GL', 'GL Accounting', 'General Ledger']"
Site Accountant,Modern Structures & Equipment  -,https://wuzzuf.net/jobs/careers/Modern-Structures---Equipment-Egypt-15464,"Giza, Giza, Egypt",Full Time / On-site,Experienced,5 - 7 Yrs of Exp,"['Accounting/Finance', 'Engineering - Construction/Civil/Architecture', 'Construction', 'Accounting', 'Finance', 'Accounting Software', 'Financial Analysis']"
Accountant,Real Technology LLC -,https://wuzzuf.net/jobs/careers/Real-Technology-LLC-Egypt-124015,"Cairo, Egypt",Full Time / On-site,Entry Level,1 - 5 Yrs of Exp,"['Accounting/Finance', 'Accounting', 'excel', 'analytical', 'Finance', 'Financial Analysis', 'Financial Management', 'General Ledger', 'Ledger', 'MS Excel']"
Electrical Controls Engineer,SIGMA -,https://wuzzuf.net/jobs/careers/SIGMA-Egypt-24097,"Ameria, Alexandria, Egypt",Full Time / On-site,Experienced,3 - 15 Yrs of Exp,"['males_only', 'Engineering - Oil & Gas/Energy', 'diesel and gas generators', 'Electrical Engineering']"
